Model,Language,Dataset Size,Total Samples,Unique Queries,Train NDCG@10,Train Recall@10,Train MRR@10,Test NDCG@10,Test Recall@10,Test MRR@10,Total Time (s)
all-MiniLM-L6-v2,jp,Small,297883,10406,0.8412174632138738,0.2521082731962343,0.715819128695004,0.8441583158174163,0.2585366677500314,0.7247383722407738,628.7305710315704
