Model,Language,Dataset Size,Total Samples,Unique Queries,Train NDCG@10,Train Recall@10,Train MRR@10,Test NDCG@10,Test Recall@10,Test MRR@10,Total Time (s)
all-MiniLM-L6-v2,all,Small,1118011,48249,0.9018884244014672,0.5533998972957596,0.9144725074815968,0.9026660494871043,0.5502263403998343,0.9147480838000579,1224.737690448761
