Model,Language,Dataset Size,Total Samples,Unique Queries,Train NDCG@10,Train Recall@10,Train MRR@10,Test NDCG@10,Test Recall@10,Test MRR@10,Total Time (s)
all-MiniLM-L6-v2,us,Small,601354,29842,0.9060322476932031,0.6076982370294073,0.9241665469749923,0.9072085167944093,0.6033943609768129,0.9244254783618268,714.6754982471466
