Model,Language,Dataset Size,Total Samples,Unique Queries,Train NDCG@10,Train Recall@10,Train MRR@10,Test NDCG@10,Test Recall@10,Test MRR@10,Total Time (s)
all-MiniLM-L6-v2,jp,Full,446053,18126,0.9322948702781355,0.5165571338041153,0.9363525557336391,0.9228373767527308,0.49755187792801736,0.9317916917499091,693.4230401515961
