Model,Language,Dataset Size,Total Samples,Unique Queries,Train NDCG@10,Train Recall@10,Train MRR@10,Test NDCG@10,Test Recall@10,Test MRR@10,Total Time (s)
all-MiniLM-L6-v2,jp,Small,297883,10406,0.8882862323380044,0.44729589661730856,0.8923932990286142,0.8917533170102432,0.44947280769657,0.9016186867531728,469.20290327072144
