Model,Language,Dataset Size,Total Samples,Unique Queries,Train NDCG@10,Train Recall@10,Train MRR@10,Test NDCG@10,Test Recall@10,Test MRR@10,Total Time (s)
all-MiniLM-L6-v2,all,Full,2621288,130192,0.9591414905586049,0.5953573749409031,0.9667694906988922,0.9481927162337397,0.5853279993737354,0.9565508183217492,2909.9215734004974
