Model,Language,Dataset Size,Total Samples,Unique Queries,Train NDCG@10,Train Recall@10,Train MRR@10,Test NDCG@10,Test Recall@10,Test MRR@10,Total Time (s)
all-MiniLM-L6-v2,us,Full,1818825,97307,0.9652280344230854,0.6176668854449374,0.9742642788765812,0.9556286294380796,0.613596979665115,0.9658903344608087,2034.2352833747864
